Key,Stream,Line_number,Time_stamp,Text,Label
560,"FOX.1488550200.002Z-1488550260.000Z.ts
","6
","00:00:09,543 --> 00:00:12,046
","<font face=""Monospace"">{\an7}SAYING THAT.
THERE HAD BEEN PARTYING, SO,</font>
",
561,"FOX.1488550200.002Z-1488550260.000Z.ts
","7
","00:00:12,045 --> 00:00:14,047
","<font face=""Monospace"">{\an7}THERE HAD BEEN PARTYING, SO,
THEY DID NOT HANDLE IT WITH THE</font>
",
562,"FOX.1488550200.002Z-1488550260.000Z.ts
","8
","00:00:14,047 --> 00:00:15,849
","<font face=""Monospace"">{\an7}THEY DID NOT HANDLE IT WITH THE
GREATEST RESPECT.</font>
",
563,"FOX.1488550200.002Z-1488550260.000Z.ts
","9
","00:00:15,849 --> 00:00:18,118
","<font face=""Monospace"">{\an7}GREATEST RESPECT.
OF COURSE, WARREN, LET WHAT’S</font>
",
564,"FOX.1488550200.002Z-1488550260.000Z.ts
","10
","00:00:18,118 --> 00:00:19,853
","<font face=""Monospace"">{\an7}OF COURSE, WARREN, LET WHAT’S
HER NAME HAVE THE THING.</font>
",
565,"FOX.1488550200.002Z-1488550260.000Z.ts
","11
","00:00:19,853 --> 00:00:22,255
","<font face=""Monospace"">{\an7}HER NAME HAVE THE THING.
SHE GAVE IT TO HIM.</font>
",
566,"FOX.1488550200.002Z-1488550260.000Z.ts
","12
","00:00:22,256 --> 00:00:24,024
","<font face=""Monospace"">{\an7}SHE GAVE IT TO HIM.
>> WE CAN ALL MAKE MISTAKES.</font>
",
567,"FOX.1488550200.002Z-1488550260.000Z.ts
","13
","00:00:24,024 --> 00:00:25,626
","<font face=""Monospace"">{\an7}>> WE CAN ALL MAKE MISTAKES.
>> WARREN HAS WORKED WITH A</font>
",
568,"FOX.1488550200.002Z-1488550260.000Z.ts
","14
","00:00:25,626 --> 00:00:28,162
","<font face=""Monospace"">{\an7}>> WARREN HAS WORKED WITH A
SCRIPT AND IT WAS AT A MOMENT</font>
",
569,"FOX.1488550200.002Z-1488550260.000Z.ts
","15
","00:00:28,161 --> 00:00:29,596
","<font face=""Monospace"">{\an7}SCRIPT AND IT WAS AT A MOMENT
WHERE HE HAD TO MAKE A DECISION.</font>
",
570,"FOX.1488550200.002Z-1488550260.000Z.ts
","16
","00:00:29,596 --> 00:00:31,765
","<font face=""Monospace"">{\an7}WHERE HE HAD TO MAKE A DECISION.
>> HOW ABOUT THIS, AND YOU MIGHT</font>
",
571,"FOX.1488550200.002Z-1488550260.000Z.ts
","17
","00:00:31,765 --> 00:00:33,867
","<font face=""Monospace"">{\an7}>> HOW ABOUT THIS, AND YOU MIGHT
APPRECIATE MY CONCERNS, I HAD A</font>
",
572,"FOX.1488550200.002Z-1488550260.000Z.ts
","18
","00:00:33,867 --> 00:00:36,403
","<font face=""Monospace"">{\an7}APPRECIATE MY CONCERNS, I HAD A
BELIEF BELIEVE, EVEN BEFORE WE</font>
",
573,"FOX.1488550200.002Z-1488550260.000Z.ts
","19
","00:00:36,403 --> 00:00:38,505
","<font face=""Monospace"">{\an7}BELIEF BELIEVE, EVEN BEFORE WE
KNOW WHAT HAND, THAT SOCIAL</font>
",
574,"FOX.1488550200.002Z-1488550260.000Z.ts
","20
","00:00:38,505 --> 00:00:41,108
","<font face=""Monospace"">{\an7}KNOW WHAT HAND, THAT SOCIAL
MEDIA, DISTRACTED, WHO WAS IN</font>
",
575,"FOX.1488550200.002Z-1488550260.000Z.ts
","21
","00:00:41,108 --> 00:00:42,009
","<font face=""Monospace"">{\an7}MEDIA, DISTRACTED, WHO WAS IN
CHARGE.</font>
",
576,"FOX.1488550200.002Z-1488550260.000Z.ts
","22
","00:00:42,009 --> 00:00:43,577
","<font face=""Monospace"">{\an7}CHARGE.
SOMEHOW, IN SOME WAY, SOMEBODY</font>
",
577,"FOX.1488550200.002Z-1488550260.000Z.ts
","23
","00:00:43,577 --> 00:00:45,245
","<font face=""Monospace"">{\an7}SOMEHOW, IN SOME WAY, SOMEBODY
ON A PHONE, MESSED UP.</font>
",
578,"FOX.1488550200.002Z-1488550260.000Z.ts
","24
","00:00:45,245 --> 00:00:47,714
","<font face=""Monospace"">{\an7}ON A PHONE, MESSED UP.
AND IT TURNED OUT THAT GUY, BACK</font>
",
579,"FOX.1488550200.002Z-1488550260.000Z.ts
","25
","00:00:47,714 --> 00:00:49,449
","<font face=""Monospace"">{\an7}AND IT TURNED OUT THAT GUY, BACK
STAGE WAS TWEETING.</font>
",
580,"FOX.1488550200.002Z-1488550260.000Z.ts
","26
","00:00:49,449 --> 00:00:50,717
","<font face=""Monospace"">{\an7}STAGE WAS TWEETING.
AND STAR STRUCK.</font>
",
581,"FOX.1488550200.002Z-1488550260.000Z.ts
","27
","00:00:50,717 --> 00:00:53,253
","<font face=""Monospace"">{\an7}AND STAR STRUCK.
AND, POSTING IMAGES ON TWITTER</font>
",
582,"FOX.1488550200.002Z-1488550260.000Z.ts
","28
","00:00:53,253 --> 00:00:55,255
","<font face=""Monospace"">{\an7}AND, POSTING IMAGES ON TWITTER
WHEN HE COULD HAVE BEEN PAYING</font>
",
583,"FOX.1488550200.002Z-1488550260.000Z.ts
","29
","00:00:55,255 --> 00:00:55,956
","<font face=""Monospace"">{\an7}WHEN HE COULD HAVE BEEN PAYING
ATTENTION.</font>
",
584,"FOX.1488550200.002Z-1488550260.000Z.ts
","30
","00:00:55,956 --> 00:00:59,126
","<font face=""Monospace"">{\an7}ATTENTION.
THIS PICTURE FROM BRIAN, HE IS</font>
",
585,"FOX.1488550260.000Z-1488550320.000Z.ts
","1
","00:00:00,000 --> 00:00:01,818
","<font face=""Monospace"">{\an7}HANDING OUT THE</font>

",
586,"FOX.1488550260.000Z-1488550320.000Z.ts
","2
","00:00:01,818 --> 00:00:02,919
","<font face=""Monospace"">{\an7}ENVELOPES.
HANDING OUT THE</font>
",
587,"FOX.1488550260.000Z-1488550320.000Z.ts
","3
","00:00:02,920 --> 00:00:04,922
","<font face=""Monospace"">{\an7}ENVELOPES.
EMMA STONE BACKSTAGE.</font>
",
588,"FOX.1488550260.000Z-1488550320.000Z.ts
","4
","00:00:04,922 --> 00:00:08,626
","<font face=""Monospace"">{\an7}EMMA STONE BACKSTAGE.
TOOL BUSY TRYING TO GET</font>
",
589,"FOX.1488550260.000Z-1488550320.000Z.ts
","5
","00:00:08,625 --> 00:00:09,226
","<font face=""Monospace"">{\an7}TOOL BUSY TRYING TO GET
FOLLOWERS.</font>
",
590,"FOX.1488550260.000Z-1488550320.000Z.ts
","6
","00:00:09,226 --> 00:00:10,227
","<font face=""Monospace"">{\an7}FOLLOWERS.
>> CASEY AVALANCHE.</font>
",
591,"FOX.1488550260.000Z-1488550320.000Z.ts
","7
","00:00:10,227 --> 00:00:13,097
","<font face=""Monospace"">{\an7}>> CASEY AVALANCHE.
WHEN HE WON, HE SAID TO ME,</font>
",
592,"FOX.1488550260.000Z-1488550320.000Z.ts
","8
","00:00:13,096 --> 00:00:14,731
","<font face=""Monospace"">{\an7}WHEN HE WON, HE SAID TO ME,
EVERYBODY IS DRESSED UP, AND I’M</font>
",
593,"FOX.1488550260.000Z-1488550320.000Z.ts
","9
","00:00:14,731 --> 00:00:17,834
","<font face=""Monospace"">{\an7}EVERYBODY IS DRESSED UP, AND I’M
A SLUMP, AND I HAD SPOKEN TO HIS</font>
",
594,"FOX.1488550260.000Z-1488550320.000Z.ts
","10
","00:00:17,834 --> 00:00:20,036
","<font face=""Monospace"">{\an7}A SLUMP, AND I HAD SPOKEN TO HIS
BROTHER, BEN, JUST BEFORE THE</font>
",
595,"FOX.1488550260.000Z-1488550320.000Z.ts
","11
","00:00:20,037 --> 00:00:22,640
","<font face=""Monospace"">{\an7}BROTHER, BEN, JUST BEFORE THE
WIND, AND, I SAID TO BEN, HOW</font>
",
596,"FOX.1488550260.000Z-1488550320.000Z.ts
","12
","00:00:22,639 --> 00:00:24,341
","<font face=""Monospace"">{\an7}WIND, AND, I SAID TO BEN, HOW
WILL IT WILL FEEL?</font>
",
597,"FOX.1488550260.000Z-1488550320.000Z.ts
","13
","00:00:24,341 --> 00:00:26,276
","<font face=""Monospace"">{\an7}WILL IT WILL FEEL?
>> IT’S TWO SONS HAVE OSCARS,</font>
",
598,"FOX.1488550260.000Z-1488550320.000Z.ts
","14
","00:00:26,276 --> 00:00:28,078
","<font face=""Monospace"">{\an7}>> IT’S TWO SONS HAVE OSCARS,
AND HE SAID TO ME.</font>
",
599,"FOX.1488550260.000Z-1488550320.000Z.ts
","15
","00:00:28,078 --> 00:00:29,880
","<font face=""Monospace"">{\an7}AND HE SAID TO ME.
WELL SHE WILL BE VERY PROUD AND</font>
",
600,"FOX.1488550260.000Z-1488550320.000Z.ts
","16
","00:00:29,880 --> 00:00:31,081
","<font face=""Monospace"">{\an7}WELL SHE WILL BE VERY PROUD AND
SO WILL I.</font>
",
601,"FOX.1488550260.000Z-1488550320.000Z.ts
","17
","00:00:31,081 --> 00:00:33,584
","<font face=""Monospace"">{\an7}SO WILL I.
BUT IT WAS A REHEARSED ANSWER.</font>
",
602,"FOX.1488550260.000Z-1488550320.000Z.ts
","18
","00:00:33,584 --> 00:00:36,287
","<font face=""Monospace"">{\an7}BUT IT WAS A REHEARSED ANSWER.
HE DIDN’T SAY IT WITH EMOTION.</font>
",
603,"FOX.1488550260.000Z-1488550320.000Z.ts
","19
","00:00:36,286 --> 00:00:38,054
","<font face=""Monospace"">{\an7}HE DIDN’T SAY IT WITH EMOTION.
OH, I LOVE MY BROTHER.</font>
",
604,"FOX.1488550260.000Z-1488550320.000Z.ts
","20
","00:00:38,055 --> 00:00:40,724
","<font face=""Monospace"">{\an7}OH, I LOVE MY BROTHER.
I’M SO THRILLED.</font>
",
605,"FOX.1488550260.000Z-1488550320.000Z.ts
","21
","00:00:40,724 --> 00:00:42,593
","<font face=""Monospace"">{\an7}I’M SO THRILLED.
>> IT WAS PRACTICED.</font>
",
606,"FOX.1488550260.000Z-1488550320.000Z.ts
","22
","00:00:42,593 --> 00:00:45,196
","<font face=""Monospace"">{\an7}>> IT WAS PRACTICED.
>> BEN SAID THAT ABOUT CASEY.</font>
",
607,"FOX.1488550260.000Z-1488550320.000Z.ts
","23
","00:00:45,195 --> 00:00:46,263
","<font face=""Monospace"">{\an7}>> BEN SAID THAT ABOUT CASEY.
>> WELL, HERE’S THE THING.</font>
",
608,"FOX.1488550260.000Z-1488550320.000Z.ts
","24
","00:00:46,263 --> 00:00:47,731
","<font face=""Monospace"">{\an7}>> WELL, HERE’S THE THING.
FIRST OF ALL, I LIKE BOTH OF</font>
",
609,"FOX.1488550260.000Z-1488550320.000Z.ts
","25
","00:00:47,731 --> 00:00:48,732
","<font face=""Monospace"">{\an7}FIRST OF ALL, I LIKE BOTH OF
THOSE GUYS.</font>
",
610,"FOX.1488550260.000Z-1488550320.000Z.ts
","26
","00:00:48,732 --> 00:00:50,934
","<font face=""Monospace"">{\an7}THOSE GUYS.
INESS MET THEM.</font>
",
611,"FOX.1488550260.000Z-1488550320.000Z.ts
","27
","00:00:50,934 --> 00:00:52,636
","<font face=""Monospace"">{\an7}INESS MET THEM.
CASEY, I THOUGHT ADVERTISE MOVIE</font>
",
612,"FOX.1488550260.000Z-1488550320.000Z.ts
","28
","00:00:52,636 --> 00:00:54,138
","<font face=""Monospace"">{\an7}CASEY, I THOUGHT ADVERTISE MOVIE
WAS DEPRESSING.</font>
",
613,"FOX.1488550260.000Z-1488550320.000Z.ts
","29
","00:00:54,137 --> 00:00:55,572
","<font face=""Monospace"">{\an7}WAS DEPRESSING.
BUT THEY HAVE BEEN ABUSE HAD BY</font>
",
614,"FOX.1488550260.000Z-1488550320.000Z.ts
","30
","00:00:55,572 --> 00:00:56,673
","<font face=""Monospace"">{\an7}BUT THEY HAVE BEEN ABUSE HAD BY
THE MEDIA.</font>
",
615,"FOX.1488550260.000Z-1488550320.000Z.ts
","31
","00:00:56,673 --> 00:00:58,542
","<font face=""Monospace"">{\an7}THE MEDIA.
THEY HAVE BEEN THROUGH THE</font>
",
616,"FOX.1488550320.000Z-1488550380.006Z.ts
","1
","00:00:00,000 --> 00:00:01,318
","<font face=""Monospace"">{\an7}HAS.</font>

",
617,"FOX.1488550320.000Z-1488550380.006Z.ts
","2
","00:00:01,318 --> 00:00:01,718
","<font face=""Monospace"">{\an7}>> Greg: SURE,.
HAS.</font>
",
618,"FOX.1488550320.000Z-1488550380.006Z.ts
","3
","00:00:01,718 --> 00:00:03,486
","<font face=""Monospace"">{\an7}>> Greg: SURE,.
>> AND RIGHTLY SO.</font>
",
619,"FOX.1488550320.000Z-1488550380.006Z.ts
","4
","00:00:03,487 --> 00:00:04,688
","<font face=""Monospace"">{\an7}>> AND RIGHTLY SO.
>> Greg: WHEN YOU GO THROUGH</font>
",
620,"FOX.1488550320.000Z-1488550380.006Z.ts
","5
","00:00:04,688 --> 00:00:06,089
","<font face=""Monospace"">{\an7}>> Greg: WHEN YOU GO THROUGH
SOMETHING LIKE THAT.</font>
",
621,"FOX.1488550320.000Z-1488550380.006Z.ts
","6
","00:00:06,089 --> 00:00:09,726
","<font face=""Monospace"">{\an7}SOMETHING LIKE THAT.
BUT HE GETS IF ON A DAILIES.</font>
",
622,"FOX.1488550320.000Z-1488550380.006Z.ts
","7
","00:00:09,726 --> 00:00:12,062
","<font face=""Monospace"">{\an7}BUT HE GETS IF ON A DAILIES.
YOU HIRE PEOPLE, AND, YOU BECOME</font>
",
623,"FOX.1488550320.000Z-1488550380.006Z.ts
","8
","00:00:12,062 --> 00:00:13,163
","<font face=""Monospace"">{\an7}YOU HIRE PEOPLE, AND, YOU BECOME
WEIRD AND DIFFERENT.</font>
",
624,"FOX.1488550320.000Z-1488550380.006Z.ts
","9
","00:00:13,163 --> 00:00:17,668
","<font face=""Monospace"">{\an7}WEIRD AND DIFFERENT.
IF SOMEBODY GAVE HIM A LINE TO</font>
",
625,"FOX.1488550320.000Z-1488550380.006Z.ts
","10
","00:00:17,668 --> 00:00:17,935
","<font face=""Monospace"">{\an7}IF SOMEBODY GAVE HIM A LINE TO
REPEAT --</font>
",
626,"FOX.1488550320.000Z-1488550380.006Z.ts
","11
","00:00:17,935 --> 00:00:19,703
","<font face=""Monospace"">{\an7}REPEAT --
>> HE WAS USED TO IT.</font>
",
627,"FOX.1488550320.000Z-1488550380.006Z.ts
","12
","00:00:19,703 --> 00:00:21,071
","<font face=""Monospace"">{\an7}>> HE WAS USED TO IT.
IT ROLLED OFF.</font>
",
628,"FOX.1488550320.000Z-1488550380.006Z.ts
","13
","00:00:21,071 --> 00:00:23,907
","<font face=""Monospace"">{\an7}IT ROLLED OFF.
>> WHAT IS THE COLUMN, I’M GOING</font>
",
629,"FOX.1488550320.000Z-1488550380.006Z.ts
","14
","00:00:23,907 --> 00:00:25,809
","<font face=""Monospace"">{\an7}>> WHAT IS THE COLUMN, I’M GOING
TO ASK YOU TWO QUESTIONS, THE</font>
",
630,"FOX.1488550320.000Z-1488550380.006Z.ts
","15
","00:00:25,809 --> 00:00:28,178
","<font face=""Monospace"">{\an7}TO ASK YOU TWO QUESTIONS, THE
COLUMN YOU ARE MOST PROUD OF,</font>
",
631,"FOX.1488550320.000Z-1488550380.006Z.ts
","16
","00:00:28,178 --> 00:00:31,381
","<font face=""Monospace"">{\an7}COLUMN YOU ARE MOST PROUD OF,
AND ONE YOU COULD HAVE TAKEN</font>
",
632,"FOX.1488550320.000Z-1488550380.006Z.ts
","17
","00:00:31,381 --> 00:00:31,581
","<font face=""Monospace"">{\an7}AND ONE YOU COULD HAVE TAKEN
BACK.</font>
",
633,"FOX.1488550320.000Z-1488550380.006Z.ts
","18
","00:00:31,582 --> 00:00:34,385
","<font face=""Monospace"">{\an7}BACK.
>> THERE WAS SOMEBODY I SAID</font>
",
634,"FOX.1488550320.000Z-1488550380.006Z.ts
","19
","00:00:34,384 --> 00:00:36,353
","<font face=""Monospace"">{\an7}>> THERE WAS SOMEBODY I SAID
DIED AND DIDN’T.</font>
",
635,"FOX.1488550320.000Z-1488550380.006Z.ts
","20
","00:00:36,353 --> 00:00:38,622
","<font face=""Monospace"">{\an7}DIED AND DIDN’T.
AND THEN I NEARLY DID.</font>
",
636,"FOX.1488550320.000Z-1488550380.006Z.ts
","21
","00:00:38,622 --> 00:00:39,323
","<font face=""Monospace"">{\an7}AND THEN I NEARLY DID.
[LAUGHTER]</font>
",
637,"FOX.1488550320.000Z-1488550380.006Z.ts
","22
","00:00:39,323 --> 00:00:41,125
","<font face=""Monospace"">{\an7}[LAUGHTER]
SO IT’S JUST ONE OF THOSE THINGS</font>
",
638,"FOX.1488550320.000Z-1488550380.006Z.ts
","23
","00:00:41,124 --> 00:00:42,525
","<font face=""Monospace"">{\an7}SO IT’S JUST ONE OF THOSE THINGS
THAT I CANNESS FORGETTING.</font>
",
639,"FOX.1488550320.000Z-1488550380.006Z.ts
","24
","00:00:42,526 --> 00:00:45,329
","<font face=""Monospace"">{\an7}THAT I CANNESS FORGETTING.
I WILL NEVER MENTION THE NAME.</font>
",
640,"FOX.1488550320.000Z-1488550380.006Z.ts
","25
","00:00:45,329 --> 00:00:46,630
","<font face=""Monospace"">{\an7}I WILL NEVER MENTION THE NAME.
>> BUT THAT WAS THE ONE.</font>
",
641,"FOX.1488550320.000Z-1488550380.006Z.ts
","26
","00:00:46,630 --> 00:00:49,666
","<font face=""Monospace"">{\an7}>> BUT THAT WAS THE ONE.
I’M PROUD HAVE A LOT OF THEM.</font>
",
642,"FOX.1488550320.000Z-1488550380.006Z.ts
","27
","00:00:49,666 --> 00:00:51,168
","<font face=""Monospace"">{\an7}I’M PROUD HAVE A LOT OF THEM.
500 FIRST FRONT PAGES.</font>
",
643,"FOX.1488550320.000Z-1488550380.006Z.ts
","28
","00:00:51,168 --> 00:00:52,770
","<font face=""Monospace"">{\an7}500 FIRST FRONT PAGES.
THEY’RE ALL HARD TO GET.</font>
",
644,"FOX.1488550320.000Z-1488550380.006Z.ts
","29
","00:00:52,769 --> 00:00:54,104
","<font face=""Monospace"">{\an7}THEY’RE ALL HARD TO GET.
THEY’RE DIFFICULT TO GET.</font>
",
645,"FOX.1488550320.000Z-1488550380.006Z.ts
","30
","00:00:54,104 --> 00:00:57,708
","<font face=""Monospace"">{\an7}THEY’RE DIFFICULT TO GET.
OUR LIVES, ARE SO FRACTURE</font>
",
646,"FOX.1488550320.000Z-1488550380.006Z.ts
","31
","00:00:57,708 --> 00:00:59,310
","<font face=""Monospace"">{\an7}OUR LIVES, ARE SO FRACTURE
FRACTURED THAT YOU HAVE TO BE</font>
",
647,"FOX.1488550380.006Z-1488550440.010Z.ts
","1
","00:00:00,000 --> 00:00:01,351
","<font face=""Monospace"">{\an7}EASY AND LAWYERS AND</font>

",
648,"FOX.1488550380.006Z-1488550440.010Z.ts
","2
","00:00:01,351 --> 00:00:03,253
","<font face=""Monospace"">{\an7}THERE’S LIKE 7 PEOPLE WHO READ
EASY AND LAWYERS AND</font>
",
649,"FOX.1488550380.006Z-1488550440.010Z.ts
","3
","00:00:03,253 --> 00:00:05,355
","<font face=""Monospace"">{\an7}THERE’S LIKE 7 PEOPLE WHO READ
MY COLUMN BEFORE IT COMES OUT,</font>
",
650,"FOX.1488550380.006Z-1488550440.010Z.ts
","4
","00:00:05,355 --> 00:00:06,790
","<font face=""Monospace"">{\an7}MY COLUMN BEFORE IT COMES OUT,
THEY CHECK SPELLING, AND,</font>
",
651,"FOX.1488550380.006Z-1488550440.010Z.ts
","5
","00:00:06,790 --> 00:00:10,160
","<font face=""Monospace"">{\an7}THEY CHECK SPELLING, AND,
WHETHER IT IS LEGITIMATE OR NOT.</font>
",
652,"FOX.1488550380.006Z-1488550440.010Z.ts
","6
","00:00:10,160 --> 00:00:12,496
","<font face=""Monospace"">{\an7}WHETHER IT IS LEGITIMATE OR NOT.
>> CINDY, SOMETIMES WE CALL HER,</font>
",
653,"FOX.1488550380.006Z-1488550440.010Z.ts
","7
","00:00:12,496 --> 00:00:15,899
","<font face=""Monospace"">{\an7}>> CINDY, SOMETIMES WE CALL HER,
A GREAT JOURNALIST AND ENOUGH</font>
",
654,"FOX.1488550380.006Z-1488550440.010Z.ts
","8
","00:00:15,899 --> 00:00:17,601
","<font face=""Monospace"">{\an7}A GREAT JOURNALIST AND ENOUGH
COVERS, YOU MENTIONED 500.</font>
",
655,"FOX.1488550380.006Z-1488550440.010Z.ts
","9
","00:00:17,601 --> 00:00:21,605
","<font face=""Monospace"">{\an7}COVERS, YOU MENTIONED 500.
YOU CAN WALLPAPER A ROOM, WITH</font>
",
656,"FOX.1488550380.006Z-1488550440.010Z.ts
","10
","00:00:21,605 --> 00:00:23,941
","<font face=""Monospace"">{\an7}YOU CAN WALLPAPER A ROOM, WITH
""NEW YORK POST"" COVERS, WITH</font>
",
657,"FOX.1488550380.006Z-1488550440.010Z.ts
","11
","00:00:23,941 --> 00:00:26,477
","<font face=""Monospace"">{\an7}""NEW YORK POST"" COVERS, WITH
STORIES BY CINDY ADAMS AND I</font>
",
658,"FOX.1488550380.006Z-1488550440.010Z.ts
","12
","00:00:26,476 --> 00:00:28,745
","<font face=""Monospace"">{\an7}STORIES BY CINDY ADAMS AND I
THINK YOU HAVE A ROOM, THAT YOU</font>
",
659,"FOX.1488550380.006Z-1488550440.010Z.ts
","13
","00:00:28,745 --> 00:00:32,182
","<font face=""Monospace"">{\an7}THINK YOU HAVE A ROOM, THAT YOU
HAVE SUCCESSFULLY FULLY</font>
",
660,"FOX.1488550380.006Z-1488550440.010Z.ts
","14
","00:00:32,182 --> 00:00:32,482
","<font face=""Monospace"">{\an7}HAVE SUCCESSFULLY FULLY
WALLPAPERED.</font>
",
661,"FOX.1488550380.006Z-1488550440.010Z.ts
","15
","00:00:32,482 --> 00:00:34,684
","<font face=""Monospace"">{\an7}WALLPAPERED.
>> THE WHOLE ROOM, THE CEILING,</font>
",
662,"FOX.1488550380.006Z-1488550440.010Z.ts
","16
","00:00:34,685 --> 00:00:39,223
","<font face=""Monospace"">{\an7}>> THE WHOLE ROOM, THE CEILING,
AND 85 COLORS OF DONALD TRUMP,</font>
",
663,"FOX.1488550380.006Z-1488550440.010Z.ts
","17
","00:00:39,223 --> 00:00:42,326
","<font face=""Monospace"">{\an7}AND 85 COLORS OF DONALD TRUMP,
AND, GOVERNOR DWOAM MO WAS VERY</font>
",
664,"FOX.1488550380.006Z-1488550440.010Z.ts
","18
","00:00:42,326 --> 00:00:45,162
","<font face=""Monospace"">{\an7}AND, GOVERNOR DWOAM MO WAS VERY
UPSET AND HE SAID, WHY AM I</font>
",
665,"FOX.1488550380.006Z-1488550440.010Z.ts
","19
","00:00:45,162 --> 00:00:47,598
","<font face=""Monospace"">{\an7}UPSET AND HE SAID, WHY AM I
BEHIND A TABLE.</font>
",
666,"FOX.1488550380.006Z-1488550440.010Z.ts
","20
","00:00:47,598 --> 00:00:50,468
","<font face=""Monospace"">{\an7}BEHIND A TABLE.
[LAUGHTER]</font>
",
667,"FOX.1488550380.006Z-1488550440.010Z.ts
","21
","00:00:50,467 --> 00:00:51,835
","<font face=""Monospace"">{\an7}[LAUGHTER]
>> Greg: TRUE ICON WITH US.</font>
",
668,"FOX.1488550380.006Z-1488550440.010Z.ts
","22
","00:00:51,835 --> 00:00:53,870
","<font face=""Monospace"">{\an7}>> Greg: TRUE ICON WITH US.
DON’T GO ANYWHERE, WE’RE GOING</font>
",
669,"FOX.1488550380.006Z-1488550440.010Z.ts
","23
","00:00:53,870 --> 00:00:55,705
","<font face=""Monospace"">{\an7}DON’T GO ANYWHERE, WE’RE GOING
TO TALK ABOUT A LOT MORE.</font>
",
670,"FOX.1488550380.006Z-1488550440.010Z.ts
","24
","00:00:55,706 --> 00:00:56,974
","<font face=""Monospace"">{\an7}TO TALK ABOUT A LOT MORE.
MIKE ARE YOU STANDING BY.</font>
",
671,"FOX.1488550380.006Z-1488550440.010Z.ts
","25
","00:00:56,974 --> 00:00:58,909
","<font face=""Monospace"">{\an7}MIKE ARE YOU STANDING BY.
IT IS YOUR TURN.</font>
",
672,"FOX.1488550440.010Z-1488550500.001Z.ts
","1
","00:00:00,000 --> 00:00:00,651
","<font face=""Monospace"">{\an7}BOLD IN</font>

",
673,"FOX.1488550440.010Z-1488550500.001Z.ts
","2
","00:00:00,651 --> 00:00:02,153
","<font face=""Monospace"">{\an7}THE COLUMN.
BOLD IN</font>
",
674,"FOX.1488550440.010Z-1488550500.001Z.ts
","3
","00:00:02,152 --> 00:00:02,486
","<font face=""Monospace"">{\an7}THE COLUMN.
>> MAYBE.</font>
",
675,"FOX.1488550440.010Z-1488550500.001Z.ts
","4
","00:00:02,486 --> 00:00:06,857
","<font face=""Monospace"">{\an7}>> MAYBE.
>> I HAVE ONE REQUEST, JUST BE</font>
",
676,"FOX.1488550440.010Z-1488550500.001Z.ts
","5
","00:00:06,857 --> 00:00:07,758
","<font face=""Monospace"">{\an7}>> I HAVE ONE REQUEST, JUST BE
NICE.</font>
",
677,"FOX.1488550440.010Z-1488550500.001Z.ts
","6
","00:00:07,758 --> 00:00:10,494
","<font face=""Monospace"">{\an7}NICE.
WELCOME, NICE TO HAVE YOU HERE.</font>
",
678,"FOX.1488550440.010Z-1488550500.001Z.ts
","7
","00:00:10,494 --> 00:00:12,296
","<font face=""Monospace"">{\an7}WELCOME, NICE TO HAVE YOU HERE.
HAPPY FRIDAY, LETS SHOW YOU WHAT</font>
",
679,"FOX.1488550440.010Z-1488550500.001Z.ts
","8
","00:00:12,296 --> 00:00:13,731
","<font face=""Monospace"">{\an7}HAPPY FRIDAY, LETS SHOW YOU WHAT
WE HAVE OUT THERE.</font>
",
680,"FOX.1488550440.010Z-1488550500.001Z.ts
","9
","00:00:13,730 --> 00:00:15,432
","<font face=""Monospace"">{\an7}WE HAVE OUT THERE.
WINTER IS MAKING A COMEBACK</font>
",
681,"FOX.1488550440.010Z-1488550500.001Z.ts
","10
","00:00:15,432 --> 00:00:17,434
","<font face=""Monospace"">{\an7}WINTER IS MAKING A COMEBACK
HERE, TODAY WITH THE COLD</font>
",
682,"FOX.1488550440.010Z-1488550500.001Z.ts
","11
","00:00:17,434 --> 00:00:19,236
","<font face=""Monospace"">{\an7}HERE, TODAY WITH THE COLD
TEMPERATURES, AND THE WINDS</font>
",
683,"FOX.1488550440.010Z-1488550500.001Z.ts
","12
","00:00:19,236 --> 00:00:20,170
","<font face=""Monospace"">{\an7}TEMPERATURES, AND THE WINDS
STILL A LITTLE BIT OF A ISSUE.</font>
",
684,"FOX.1488550440.010Z-1488550500.001Z.ts
","13
","00:00:20,170 --> 00:00:22,039
","<font face=""Monospace"">{\an7}STILL A LITTLE BIT OF A ISSUE.
THERE ARE SOME SNOW SHOWERS</font>
",
685,"FOX.1488550440.010Z-1488550500.001Z.ts
","14
","00:00:22,039 --> 00:00:24,375
","<font face=""Monospace"">{\an7}THERE ARE SOME SNOW SHOWERS
COMING THROUGH, AND UPPER-LEVEL</font>
",
686,"FOX.1488550440.010Z-1488550500.001Z.ts
","15
","00:00:24,374 --> 00:00:26,209
","<font face=""Monospace"">{\an7}COMING THROUGH, AND UPPER-LEVEL
LOW SWINGS BY, DOESN’T HAVE A</font>
",
687,"FOX.1488550440.010Z-1488550500.001Z.ts
","16
","00:00:26,210 --> 00:00:27,478
","<font face=""Monospace"">{\an7}LOW SWINGS BY, DOESN’T HAVE A
LOT TO IT.</font>
",
